#proteinId;gotermId;goName;gotermType;goAcc
1979710;48;alpha-1,3-mannosyltransferase activity;molecular_function;GO:0000033
1979710;1170;alpha-1,3-galactosyltransferase activity;molecular_function;GO:0001962
1979710;2430;UDP-glucose:glycoprotein glucosyltransferase activity;molecular_function;GO:0003980
1979710;2782;glycolipid mannosyltransferase activity;molecular_function;GO:0004376
1979710;2953;oligosaccharyl transferase activity;molecular_function;GO:0004576
1979710;2959;dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity;molecular_function;GO:0004583
1979710;6039;acetylglucosaminyltransferase activity;molecular_function;GO:0008375
1979710;6040;acetylgalactosaminyltransferase activity;molecular_function;GO:0008376
1979710;6042;galactosyltransferase activity;molecular_function;GO:0008378
1979710;6077;fucosyltransferase activity;molecular_function;GO:0008417
1979710;6376;O antigen polymerase activity;molecular_function;GO:0008755
1979710;6535;lipopolysaccharide-1,6-galactosyltransferase activity;molecular_function;GO:0008921
1979710;9532;UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity;molecular_function;GO:0016253
1979710;9958;cellulose synthase activity;molecular_function;GO:0016759
1979710;11017;9-phenanthrol UDP-glucuronosyltransferase activity;molecular_function;GO:0018715
1979710;11018;1-phenanthrol glycosyltransferase activity;molecular_function;GO:0018716
1979710;11019;9-phenanthrol glycosyltransferase activity;molecular_function;GO:0018717
1979710;11020;1,2-dihydroxy-phenanthrene glycosyltransferase activity;molecular_function;GO:0018718
1979710;11396;phenanthrol glycosyltransferase activity;molecular_function;GO:0019112
1979710;11466;beta-1,4-mannosyltransferase activity;molecular_function;GO:0019187
1979710;14119;alpha-1,2-galactosyltransferase activity;molecular_function;GO:0031278
1979710;16390;dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0033556
1979710;17801;dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0042281
1979710;17803;dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0042283
1979710;19616;inositol phosphoceramide synthase activity;molecular_function;GO:0045140
1979710;20962;glucosyltransferase activity;molecular_function;GO:0046527
1979710;21342;alpha(1,3)-fucosyltransferase activity;molecular_function;GO:0046920
1979710;21343;alpha(1,6)-fucosyltransferase activity;molecular_function;GO:0046921
1979711;171;3'-5'-exoribonuclease activity;molecular_function;GO:0000175
1979711;2216;RNA binding;molecular_function;GO:0003723
1979711;4541;RNA processing;biological_process;GO:0006396
1979712;3708;binding;molecular_function;GO:0005488
1979714;4283;electron transport;biological_process;GO:0006118
1979714;9710;oxidoreductase activity;molecular_function;GO:0016491
1979714;648;sulfonate dioxygenase activity;molecular_function;GO:0000907
1979714;7860;2-oxoglutarate-dependent dioxygenase activity;molecular_function;GO:0010302
1979714;10908;2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity;molecular_function;GO:0018602
1979714;12048;procollagen-proline dioxygenase activity;molecular_function;GO:0019798
1979714;19199;DNA-N1-methyladenine dioxygenase activity;molecular_function;GO:0043734
1979717;2536;catalase activity;molecular_function;GO:0004096
1979717;4283;electron transport;biological_process;GO:0006118
1979717;5077;response to oxidative stress;biological_process;GO:0006979
1979720;2196;transcription factor activity;molecular_function;GO:0003700
1979720;3838;nucleus;cellular_component;GO:0005634
1979720;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979720;5939;zinc ion binding;molecular_function;GO:0008270
1979720;2176;DNA binding;molecular_function;GO:0003677
1979720;4499;transcription;biological_process;GO:0006350
1979722;8400;protein transport;biological_process;GO:0015031
1979723;3727;protein binding;molecular_function;GO:0005515
1979723;5939;zinc ion binding;molecular_function;GO:0008270
1979723;2175;nucleic acid binding;molecular_function;GO:0003676
1979723;2182;damaged DNA binding;molecular_function;GO:0003684
1979723;3838;nucleus;cellular_component;GO:0005634
1979723;4440;DNA repair;biological_process;GO:0006281
1979723;2176;DNA binding;molecular_function;GO:0003677
1979723;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1979723;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1979723;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1979723;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1979723;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1979725;2290;catalytic activity;molecular_function;GO:0003824
1979726;3736;ATP binding;molecular_function;GO:0005524
1979726;9971;phosphotransferase activity, alcohol group as acceptor;molecular_function;GO:0016773
1979726;162;nucleotide binding;molecular_function;GO:0000166
1979726;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1979726;5830;metabolic process;biological_process;GO:0008152
1979726;9573;kinase activity;molecular_function;GO:0016301
1979726;3207;uridine kinase activity;molecular_function;GO:0004849
1979728;4283;electron transport;biological_process;GO:0006118
1979728;9858;oxidoreductase activity, acting on NADH or NADPH;molecular_function;GO:0016651
1979731;2176;DNA binding;molecular_function;GO:0003677
1979731;3736;ATP binding;molecular_function;GO:0005524
1979731;4429;DNA replication initiation;biological_process;GO:0006270
1979731;5778;DNA-dependent ATPase activity;molecular_function;GO:0008094
1979731;3838;nucleus;cellular_component;GO:0005634
1979733;6248;lipid biosynthetic process;biological_process;GO:0008610
1979733;6444;cyclopropane-fatty-acyl-phospholipid synthase activity;molecular_function;GO:0008825
1979734;2917;exonuclease activity;molecular_function;GO:0004527
1979734;3827;intracellular;cellular_component;GO:0005622
1979734;2175;nucleic acid binding;molecular_function;GO:0003676
1979734;2909;nuclease activity;molecular_function;GO:0004518
1979734;18089;phosphoric ester hydrolase activity;molecular_function;GO:0042578
1979734;19229;T/G mismatch-specific endonuclease activity;molecular_function;GO:0043765
1979735;3838;nucleus;cellular_component;GO:0005634
1979735;2802;histone acetyltransferase activity;molecular_function;GO:0004402
1979736;6667;biosynthetic process;biological_process;GO:0009058
1979736;9967;transferase activity, transferring nitrogenous groups;molecular_function;GO:0016769
1979736;13063;pyridoxal phosphate binding;molecular_function;GO:0030170
1979737;9710;oxidoreductase activity;molecular_function;GO:0016491
1979737;23919;FAD binding;molecular_function;GO:0050660
1979737;3724;calcium ion binding;molecular_function;GO:0005509
1979737;2407;NADH dehydrogenase activity;molecular_function;GO:0003954
1979738;2196;transcription factor activity;molecular_function;GO:0003700
1979738;3838;nucleus;cellular_component;GO:0005634
1979738;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979738;5939;zinc ion binding;molecular_function;GO:0008270
1979739;2909;nuclease activity;molecular_function;GO:0004518
1979739;18089;phosphoric ester hydrolase activity;molecular_function;GO:0042578
1979739;19229;T/G mismatch-specific endonuclease activity;molecular_function;GO:0043765
1979740;3737;GTP binding;molecular_function;GO:0005525
1979740;5344;small GTPase mediated signal transduction;biological_process;GO:0007264
1979740;2378;GTPase activity;molecular_function;GO:0003924
1979740;3727;protein binding;molecular_function;GO:0005515
1979740;4994;intracellular protein transport;biological_process;GO:0006886
1979740;5019;nucleocytoplasmic transport;biological_process;GO:0006913
1979740;5250;signal transduction;biological_process;GO:0007165
1979740;3827;intracellular;cellular_component;GO:0005622
1979740;8400;protein transport;biological_process;GO:0015031
1979741;3117;ribose-5-phosphate isomerase activity;molecular_function;GO:0004751
1979741;6661;pentose-phosphate shunt, non-oxidative branch;biological_process;GO:0009052
1979743;3721;iron ion binding;molecular_function;GO:0005506
1979743;4283;electron transport;biological_process;GO:0006118
1979743;6664;electron carrier activity;molecular_function;GO:0009055
1979743;7744;FMN binding;molecular_function;GO:0010181
1979743;9710;oxidoreductase activity;molecular_function;GO:0016491
1979743;12251;heme binding;molecular_function;GO:0020037
1979743;24783;iron-sulfur cluster binding;molecular_function;GO:0051536
1979743;2290;catalytic activity;molecular_function;GO:0003824
1979743;5830;metabolic process;biological_process;GO:0008152
1979743;3144;sulfite reductase (NADPH) activity;molecular_function;GO:0004783
1979744;2540;chitin synthase activity;molecular_function;GO:0004100
1979744;4199;chitin biosynthetic process;biological_process;GO:0006031
1979745;3736;ATP binding;molecular_function;GO:0005524
1979745;10082;ATPase activity;molecular_function;GO:0016887
1979745;162;nucleotide binding;molecular_function;GO:0000166
1979745;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1979749;3727;protein binding;molecular_function;GO:0005515
1979749;4595;protein complex assembly;biological_process;GO:0006461
1979749;4994;intracellular protein transport;biological_process;GO:0006886
1979749;9480;vesicle-mediated transport;biological_process;GO:0016192
1979749;13011;membrane coat;cellular_component;GO:0030117
1979749;3708;binding;molecular_function;GO:0005488
1979752;8851;tetracycline:hydrogen antiporter activity;molecular_function;GO:0015520
1979752;9211;tetracycline transport;biological_process;GO:0015904
1979752;9321;integral to membrane;cellular_component;GO:0016021
1979752;21106;response to antibiotic;biological_process;GO:0046677
1979754;4650;amino acid metabolic process;biological_process;GO:0006520
1979754;6140;transaminase activity;molecular_function;GO:0008483
1979754;2290;catalytic activity;molecular_function;GO:0003824
1979754;6667;biosynthetic process;biological_process;GO:0009058
1979754;13063;pyridoxal phosphate binding;molecular_function;GO:0030170
1979754;9967;transferase activity, transferring nitrogenous groups;molecular_function;GO:0016769
1979754;2511;aspartate transaminase activity;molecular_function;GO:0004069
1979756;2196;transcription factor activity;molecular_function;GO:0003700
1979756;3838;nucleus;cellular_component;GO:0005634
1979756;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979756;5939;zinc ion binding;molecular_function;GO:0008270
1979758;5830;metabolic process;biological_process;GO:0008152
1979758;6579;phosphoglycolate phosphatase activity;molecular_function;GO:0008967
1979758;888;phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity;molecular_function;GO:0001668
1979758;5817;protein tyrosine/serine/threonine phosphatase activity;molecular_function;GO:0008138
1979758;5996;protein tyrosine/threonine phosphatase activity;molecular_function;GO:0008330
1979758;6224;JUN kinase phosphatase activity;molecular_function;GO:0008579
1979758;6581;phosphohistidine phosphatase activity;molecular_function;GO:0008969
1979758;9583;inositol bisphosphate phosphatase activity;molecular_function;GO:0016312
1979758;10185;MAP kinase tyrosine/serine/threonine phosphatase activity;molecular_function;GO:0017017
1979758;10316;inositol-1,3,4-trisphosphate 4-phosphatase activity;molecular_function;GO:0017161
1979758;11454;alpha-ribazole-5'-P phosphatase activity;molecular_function;GO:0019175
1979758;11457;NADP phosphatase activity;molecular_function;GO:0019178
1979758;11471;transmembrane receptor protein phosphatase activity;molecular_function;GO:0019198
1979758;13238;inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity;molecular_function;GO:0030351
1979758;13239;inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity;molecular_function;GO:0030352
1979758;19191;5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity;molecular_function;GO:0043726
1979758;19276;phosphatidylinositol-4-phosphate phosphatase activity;molecular_function;GO:0043812
1979758;19277;phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity;molecular_function;GO:0043813
1979759;2196;transcription factor activity;molecular_function;GO:0003700
1979759;3838;nucleus;cellular_component;GO:0005634
1979759;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979759;5939;zinc ion binding;molecular_function;GO:0008270
1979761;168;ribonuclease MRP complex;cellular_component;GO:0000172
1979761;2216;RNA binding;molecular_function;GO:0003723
1979761;2928;ribonuclease activity;molecular_function;GO:0004540
1979761;4513;rRNA processing;biological_process;GO:0006364
1979761;4527;mRNA cleavage;biological_process;GO:0006379
1979761;5721;tRNA processing;biological_process;GO:0008033
1979761;13528;ribonuclease P complex;cellular_component;GO:0030677
1979761;2916;ribonuclease P activity;molecular_function;GO:0004526
1979762;5830;metabolic process;biological_process;GO:0008152
1979762;6075;acyltransferase activity;molecular_function;GO:0008415
1979762;9563;glycerone-phosphate O-acyltransferase activity;molecular_function;GO:0016287
1979763;2968;pantoate-beta-alanine ligase activity;molecular_function;GO:0004592
1979763;9246;pantothenate biosynthetic process;biological_process;GO:0015940
1979765;3736;ATP binding;molecular_function;GO:0005524
1979765;9573;kinase activity;molecular_function;GO:0016301
1979765;9581;phosphorylation;biological_process;GO:0016310
1979765;3005;phosphomevalonate kinase activity;molecular_function;GO:0004631
1979767;5830;metabolic process;biological_process;GO:0008152
1979767;9710;oxidoreductase activity;molecular_function;GO:0016491
1979767;2473;aldehyde dehydrogenase (NAD) activity;molecular_function;GO:0004029
1979768;2175;nucleic acid binding;molecular_function;GO:0003676
1979771;9710;oxidoreductase activity;molecular_function;GO:0016491
1979771;3722;copper ion binding;molecular_function;GO:0005507
1979771;6106;L-ascorbate oxidase activity;molecular_function;GO:0008447
1979772;9320;membrane;cellular_component;GO:0016020
1979773;2290;catalytic activity;molecular_function;GO:0003824
1979773;6151;mannan endo-1,6-alpha-mannosidase activity;molecular_function;GO:0008496
1979774;3838;nucleus;cellular_component;GO:0005634
1979776;2290;catalytic activity;molecular_function;GO:0003824
1979776;13044;molybdenum ion binding;molecular_function;GO:0030151
1979776;13063;pyridoxal phosphate binding;molecular_function;GO:0030170
1979778;2443;acyl-CoA dehydrogenase activity;molecular_function;GO:0003995
1979778;4283;electron transport;biological_process;GO:0006118
1979778;9834;oxidoreductase activity, acting on the CH-CH group of donors;molecular_function;GO:0016627
1979778;5830;metabolic process;biological_process;GO:0008152
1979778;23919;FAD binding;molecular_function;GO:0050660
1979779;12037;small conjugating protein ligase activity;molecular_function;GO:0019787
1979779;19152;post-translational protein modification;biological_process;GO:0043687
1979779;24495;regulation of protein metabolic process;biological_process;GO:0051246
1979779;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1979779;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1979779;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1979779;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1979779;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1979780;4283;electron transport;biological_process;GO:0006118
1979780;9320;membrane;cellular_component;GO:0016020
1979780;9710;oxidoreductase activity;molecular_function;GO:0016491
1979780;3721;iron ion binding;molecular_function;GO:0005506
1979780;9321;integral to membrane;cellular_component;GO:0016021
1979780;23919;FAD binding;molecular_function;GO:0050660
1979783;4598;protein modification process;biological_process;GO:0006464
1979783;2628;aspartic-type endopeptidase activity;molecular_function;GO:0004190
1979783;4639;proteolysis;biological_process;GO:0006508
1979785;5830;metabolic process;biological_process;GO:0008152
1979785;9710;oxidoreductase activity;molecular_function;GO:0016491
1979785;21295;metal ion binding;molecular_function;GO:0046872
1979785;2466;alcohol dehydrogenase activity;molecular_function;GO:0004022
1979785;2467;alcohol dehydrogenase activity, metal ion-independent;molecular_function;GO:0004023
1979785;2468;alcohol dehydrogenase activity, zinc-dependent;molecular_function;GO:0004024
1979785;2469;alcohol dehydrogenase activity, iron-dependent;molecular_function;GO:0004025
1979786;2196;transcription factor activity;molecular_function;GO:0003700
1979786;3838;nucleus;cellular_component;GO:0005634
1979786;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979786;5939;zinc ion binding;molecular_function;GO:0008270
1979787;2613;endopeptidase activity;molecular_function;GO:0004175
1979787;4024;proteasome core complex;cellular_component;GO:0005839
1979787;4642;ubiquitin-dependent protein catabolic process;biological_process;GO:0006511
1979787;2706;threonine endopeptidase activity;molecular_function;GO:0004298
1979787;2707;proteasome endopeptidase activity;molecular_function;GO:0004299
1979788;222;microtubule cytoskeleton organization and biogenesis;biological_process;GO:0000226
1979788;663;spindle pole;cellular_component;GO:0000922
1979788;4002;microtubule organizing center;cellular_component;GO:0005815
1979789;9971;phosphotransferase activity, alcohol group as acceptor;molecular_function;GO:0016773
1979789;2826;1-phosphatidylinositol 4-kinase activity;molecular_function;GO:0004430
1979791;4556;translation;biological_process;GO:0006412
1979791;10079;carbon-nitrogen ligase activity, with glutamine as amido-N-donor;molecular_function;GO:0016884
1979794;4598;protein modification process;biological_process;GO:0006464
1979794;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1979794;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1979794;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1979794;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1979794;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1979795;5939;zinc ion binding;molecular_function;GO:0008270
1979795;3727;protein binding;molecular_function;GO:0005515
1979795;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1979795;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1979795;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1979795;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1979795;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1979796;5830;metabolic process;biological_process;GO:0008152
1979796;6075;acyltransferase activity;molecular_function;GO:0008415
1979798;2246;actin binding;molecular_function;GO:0003779
1979798;10211;Rho GTPase binding;molecular_function;GO:0017048
1979798;12936;actin cytoskeleton organization and biogenesis;biological_process;GO:0030036
1979798;3708;binding;molecular_function;GO:0005488
1979802;248;3-keto sterol reductase activity;molecular_function;GO:0000253
1979802;23835;3-keto-steroid reductase activity;molecular_function;GO:0050576
1979804;2175;nucleic acid binding;molecular_function;GO:0003676
1979805;3546;transporter activity;molecular_function;GO:0005215
1979805;4927;transport;biological_process;GO:0006810
1979805;9320;membrane;cellular_component;GO:0016020
1979806;4772;phospholipid metabolic process;biological_process;GO:0006644
1979806;5848;N-methyltransferase activity;molecular_function;GO:0008170
1979806;2872;methylene-fatty-acyl-phospholipid synthase activity;molecular_function;GO:0004481
1979807;2290;catalytic activity;molecular_function;GO:0003824
1979808;7744;FMN binding;molecular_function;GO:0010181
1979810;5830;metabolic process;biological_process;GO:0008152
1979810;9710;oxidoreductase activity;molecular_function;GO:0016491
1979810;14950;sorbose reductase activity;molecular_function;GO:0032115
1979811;9710;oxidoreductase activity;molecular_function;GO:0016491
1979812;2972;peptide alpha-N-acetyltransferase activity;molecular_function;GO:0004596
1979814;5830;metabolic process;biological_process;GO:0008152
1979814;9823;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;molecular_function;GO:0016616
1979814;24535;NAD binding;molecular_function;GO:0051287
1979814;22441;cofactor binding;molecular_function;GO:0048037
1979814;2991;phosphoglycerate dehydrogenase activity;molecular_function;GO:0004617
1979815;2196;transcription factor activity;molecular_function;GO:0003700
1979815;3838;nucleus;cellular_component;GO:0005634
1979815;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979815;5939;zinc ion binding;molecular_function;GO:0008270
1979816;2457;adenosylhomocysteinase activity;molecular_function;GO:0004013
1979816;4856;one-carbon compound metabolic process;biological_process;GO:0006730
1979819;2824;inorganic diphosphatase activity;molecular_function;GO:0004427
1979820;2290;catalytic activity;molecular_function;GO:0003824
1979820;23919;FAD binding;molecular_function;GO:0050660
1979820;9710;oxidoreductase activity;molecular_function;GO:0016491
1979820;2852;D-lactate dehydrogenase (cytochrome) activity;molecular_function;GO:0004458
1979824;5830;metabolic process;biological_process;GO:0008152
1979824;10041;carbon-sulfur lyase activity;molecular_function;GO:0016846
1979825;12037;small conjugating protein ligase activity;molecular_function;GO:0019787
1979825;19152;post-translational protein modification;biological_process;GO:0043687
1979825;24495;regulation of protein metabolic process;biological_process;GO:0051246
1979825;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1979825;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1979825;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1979825;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1979825;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1979826;2246;actin binding;molecular_function;GO:0003779
1979826;3827;intracellular;cellular_component;GO:0005622
1979829;3433;Rab GTPase activator activity;molecular_function;GO:0005097
1979829;3827;intracellular;cellular_component;GO:0005622
1979829;15148;regulation of Rab GTPase activity;biological_process;GO:0032313
1979835;3546;transporter activity;molecular_function;GO:0005215
1979835;4927;transport;biological_process;GO:0006810
1979835;9321;integral to membrane;cellular_component;GO:0016021
1979838;3838;nucleus;cellular_component;GO:0005634
1979838;13391;transcription regulator activity;molecular_function;GO:0030528
1979838;19908;regulation of transcription;biological_process;GO:0045449
1979839;4599;signal peptide processing;biological_process;GO:0006465
1979839;4639;proteolysis;biological_process;GO:0006508
1979839;5905;peptidase activity;molecular_function;GO:0008233
1979839;9320;membrane;cellular_component;GO:0016020
1979839;5906;cysteine-type peptidase activity;molecular_function;GO:0008234
1979840;3727;protein binding;molecular_function;GO:0005515
1979841;3838;nucleus;cellular_component;GO:0005634
1979841;5939;zinc ion binding;molecular_function;GO:0008270
1979841;9772;transcription activator activity;molecular_function;GO:0016563
1979841;20381;positive regulation of transcription;biological_process;GO:0045941
1979841;2228;translation initiation factor activity;molecular_function;GO:0003743
1979841;3727;protein binding;molecular_function;GO:0005515
1979841;4557;translational initiation;biological_process;GO:0006413
1979842;3736;ATP binding;molecular_function;GO:0005524
1979842;4927;transport;biological_process;GO:0006810
1979842;8976;ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism;molecular_function;GO:0015662
1979842;9320;membrane;cellular_component;GO:0016020
1979842;281;magnesium ion binding;molecular_function;GO:0000287
1979842;2456;phospholipid-translocating ATPase activity;molecular_function;GO:0004012
1979842;9220;phospholipid transport;biological_process;GO:0015914
1979842;9321;integral to membrane;cellular_component;GO:0016021
1979842;10015;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;molecular_function;GO:0016820
1979844;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1979844;6276;carbohydrate transport;biological_process;GO:0008643
1979844;9320;membrane;cellular_component;GO:0016020
1979844;3546;transporter activity;molecular_function;GO:0005215
1979844;4927;transport;biological_process;GO:0006810
1979844;9321;integral to membrane;cellular_component;GO:0016021
1979846;3727;protein binding;molecular_function;GO:0005515
1979846;4595;protein complex assembly;biological_process;GO:0006461
1979846;4994;intracellular protein transport;biological_process;GO:0006886
1979846;9480;vesicle-mediated transport;biological_process;GO:0016192
1979846;13025;clathrin adaptor complex;cellular_component;GO:0030131
1979846;6212;protein transporter activity;molecular_function;GO:0008565
1979846;4927;transport;biological_process;GO:0006810
1979848;2290;catalytic activity;molecular_function;GO:0003824
1979848;5830;metabolic process;biological_process;GO:0008152
1979850;3228;signal transducer activity;molecular_function;GO:0004871
1979850;5250;signal transduction;biological_process;GO:0007165
1979850;155;two-component response regulator activity;molecular_function;GO:0000156
1979850;157;two-component signal transduction system (phosphorelay);biological_process;GO:0000160
1979850;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979850;3736;ATP binding;molecular_function;GO:0005524
1979850;154;two-component sensor activity;molecular_function;GO:0000155
1979850;9320;membrane;cellular_component;GO:0016020
1979850;9581;phosphorylation;biological_process;GO:0016310
1979850;9970;transferase activity, transferring phosphorus-containing groups;molecular_function;GO:0016772
1979850;3044;protein histidine kinase activity;molecular_function;GO:0004673
1979850;10446;peptidyl-histidine phosphorylation;biological_process;GO:0018106
1979851;3736;ATP binding;molecular_function;GO:0005524
1979851;10082;ATPase activity;molecular_function;GO:0016887
1979851;162;nucleotide binding;molecular_function;GO:0000166
1979851;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1979851;6209;xenobiotic-transporting ATPase activity;molecular_function;GO:0008559
1979853;2176;DNA binding;molecular_function;GO:0003677
1979853;3736;ATP binding;molecular_function;GO:0005524
1979853;2175;nucleic acid binding;molecular_function;GO:0003676
1979853;2792;helicase activity;molecular_function;GO:0004386
1979855;4925;regulation of nitrogen utilization;biological_process;GO:0006808
1979855;9773;transcription repressor activity;molecular_function;GO:0016564
1979856;8851;tetracycline:hydrogen antiporter activity;molecular_function;GO:0015520
1979856;9211;tetracycline transport;biological_process;GO:0015904
1979856;9321;integral to membrane;cellular_component;GO:0016021
1979856;21106;response to antibiotic;biological_process;GO:0046677
1979864;3727;protein binding;molecular_function;GO:0005515
1979864;3930;cytoplasm;cellular_component;GO:0005737
1979868;9985;hydrolase activity;molecular_function;GO:0016787
1979869;2196;transcription factor activity;molecular_function;GO:0003700
1979869;3838;nucleus;cellular_component;GO:0005634
1979869;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979869;5939;zinc ion binding;molecular_function;GO:0008270
1979871;2581;diacylglycerol kinase activity;molecular_function;GO:0004143
1979871;5289;activation of protein kinase C activity;biological_process;GO:0007205
1979871;2404;NAD+ kinase activity;molecular_function;GO:0003951
1979871;5830;metabolic process;biological_process;GO:0008152
1979871;6138;sphinganine kinase activity;molecular_function;GO:0008481
1979872;4513;rRNA processing;biological_process;GO:0006364
1979872;13539;nucleolar preribosome, small subunit precursor;cellular_component;GO:0030688
1979874;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1979874;6276;carbohydrate transport;biological_process;GO:0008643
1979874;9320;membrane;cellular_component;GO:0016020
1979874;3546;transporter activity;molecular_function;GO:0005215
1979874;4927;transport;biological_process;GO:0006810
1979874;9321;integral to membrane;cellular_component;GO:0016021
1979877;2290;catalytic activity;molecular_function;GO:0003824
1979877;16787;cis-stilbene-oxide hydrolase activity;molecular_function;GO:0033961
1979878;2888;monooxygenase activity;molecular_function;GO:0004497
1979878;4283;electron transport;biological_process;GO:0006118
1979878;4851;aromatic compound metabolic process;biological_process;GO:0006725
1979878;5830;metabolic process;biological_process;GO:0008152
1979878;9710;oxidoreductase activity;molecular_function;GO:0016491
1979878;10968;phenol 2-monooxygenase activity;molecular_function;GO:0018662
1979882;5830;metabolic process;biological_process;GO:0008152
1979882;9710;oxidoreductase activity;molecular_function;GO:0016491
1979882;9633;15-hydroxyprostaglandin dehydrogenase (NAD+) activity;molecular_function;GO:0016404
1979885;2196;transcription factor activity;molecular_function;GO:0003700
1979885;3838;nucleus;cellular_component;GO:0005634
1979885;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979885;5939;zinc ion binding;molecular_function;GO:0008270
1979885;2176;DNA binding;molecular_function;GO:0003677
1979885;4499;transcription;biological_process;GO:0006350
1979886;2196;transcription factor activity;molecular_function;GO:0003700
1979886;3838;nucleus;cellular_component;GO:0005634
1979886;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979886;5939;zinc ion binding;molecular_function;GO:0008270
1979886;2176;DNA binding;molecular_function;GO:0003677
1979886;4499;transcription;biological_process;GO:0006350
1979887;2196;transcription factor activity;molecular_function;GO:0003700
1979887;3838;nucleus;cellular_component;GO:0005634
1979887;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1979887;5939;zinc ion binding;molecular_function;GO:0008270
1979889;5830;metabolic process;biological_process;GO:0008152
1979889;9985;hydrolase activity;molecular_function;GO:0016787
1979889;3166;triacylglycerol lipase activity;molecular_function;GO:0004806
1979890;9321;integral to membrane;cellular_component;GO:0016021
1979893;3724;calcium ion binding;molecular_function;GO:0005509
1979893;3753;calcium-dependent phospholipid binding;molecular_function;GO:0005544
1979897;3099;pyridoxamine-phosphate oxidase activity;molecular_function;GO:0004733
1979897;6253;pyridoxine biosynthetic process;biological_process;GO:0008615
1979897;7744;FMN binding;molecular_function;GO:0010181
1979902;21295;metal ion binding;molecular_function;GO:0046872
1979903;4598;protein modification process;biological_process;GO:0006464
1979903;3838;nucleus;cellular_component;GO:0005634
1979903;5939;zinc ion binding;molecular_function;GO:0008270
1979903;9777;chromatin modification;biological_process;GO:0016568
1979903;10375;histone-lysine N-methyltransferase activity;molecular_function;GO:0018024
